报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),12878,56440,39931,26437,10966,44471,22319,38676,37432,31630,
营业收入(万元),12878,56440,39931,26437,10966,44471,22319,38676,37432,31630,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10736,47732,33492,22380,8987,36022,17271,31989,29841,23904,
营业成本(万元),8555,37568,26121,17323,6895,26222,10466,21452,18882,15613,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),89,430,275,209,48,495,284,194,248,277,
销售费用(万元),259,1831,1258,882,218,1652,1259,1637,1321,1267,
管理费用(万元),1663,6320,4538,2973,1399,5705,4108,6743,7420,6037,
财务费用(万元),-46,1006,820,589,208,1004,683,1371,1405,1130,
资产减值损失(万元),216,577,480,404,220,944,470,593,565,-421,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,0,0,0,0,-8,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2167,8973,6467,4086,1978,8449,5048,6687,7590,7718,
营业外收入(万元),13,18,258,258,241,173,173,335,112,165,
营业外支出(万元),10,1,2,2,0,26,5,20,35,13,
非流动资产处置损失(万元),--,--,2,2,--,2,1,9,19,13,
利润总额(万元),2171,8990,6724,4342,2219,8597,5216,7002,7667,7871,
所得税费用(万元),377,1293,984,608,510,1267,757,1222,1371,1423,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),1793,7697,5740,3734,1709,7330,4459,5780,6296,6448,
归属于母公司所有者的净利润(万元),1793,7697,5740,3734,1709,7330,4459,5780,6296,6448,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.13,0.69,0.55,0.36,0.16,0.7,0.42,0.57,0.62,0.68,
稀释每股收益,0.13,0.69,0.55,0.36,0.16,0.7,0.42,0.57,0.62,0.68,
