报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),15427,42038,28084,18879,7781,42636,28593,21304,44023,39079,34230,
营业收入(万元),15427,42038,28084,18879,7781,42636,28593,21304,44023,39079,34230,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),13923,34068,20937,12950,5640,31569,21402,15748,32118,26601,24221,
营业成本(万元),8912,17773,11383,6267,3035,16099,10951,8231,16121,12517,11563,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),163,541,374,283,163,543,315,255,535,517,450,
销售费用(万元),3275,7970,4473,3465,893,7050,4658,3574,7221,6524,5374,
管理费用(万元),1486,7351,4787,3108,1565,7798,5423,3544,8117,6970,6810,
财务费用(万元),-16,-311,-311,-291,-3,-22,-14,-8,-29,-17,-19,
资产减值损失(万元),103,743,231,118,-13,102,69,152,153,90,44,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2018,823,300,154,71,265,149,93,172,244,74,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3522,8867,7446,6082,2212,11332,7340,5649,12077,12723,10083,
营业外收入(万元),73,2697,1156,1092,38,1438,1254,1234,926,1072,1144,
营业外支出(万元),--,23,14,3,1,81,34,1,388,86,335,
非流动资产处置损失(万元),--,--,4,3,--,51,34,--,71,84,326,
利润总额(万元),3594,11541,8588,7171,2249,12689,8560,6882,12616,13709,10892,
所得税费用(万元),237,1382,872,694,239,1197,603,421,1313,2088,2118,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3357,10159,7716,6477,2010,11492,7957,6462,11303,11620,8774,
归属于母公司所有者的净利润(万元),3357,10159,7716,6477,2010,11492,7957,6462,11293,10674,8295,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,-0,-0,-0,9,947,479,
基本每股收益,0.08,0.26,0.21,0.18,0.06,0.32,0.22,0.18,0.62,--,--,
稀释每股收益,0.08,0.26,0.21,0.18,0.06,0.32,0.22,0.18,0.62,--,--,
