报告日期,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),22518,18093,12936,14941,19487,16599,6252,3369,1471,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,40,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,220,335,60,150,85,385,90,156,
应收账款(万元),23494,27871,19469,17554,7890,10110,7320,8884,7839,
预付款项(万元),414,390,345,475,1506,390,553,231,132,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),847,823,800,1023,1008,548,590,398,602,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),1939,1645,1432,702,397,331,507,425,347,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),320,284,216,21,--,7,--,--,--,
流动资产合计(万元),49531,49326,35533,34776,30438,28070,15606,13436,10547,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,47750,--,37457,--,--,--,--,--,
累计折旧(万元),--,11222,--,7808,--,--,--,--,--,
固定资产净值(万元),--,36528,--,29649,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),35872,36528,34545,29649,28362,28243,14310,15039,13164,
在建工程(万元),8760,6911,8016,6417,5458,3240,10634,4379,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),3368,3386,3420,3461,3481,3512,3551,3590,385,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),3771,3771,3771,3771,--,--,--,--,--,
长期待摊费用(万元),171,128,45,50,243,90,97,104,64,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),311,331,327,348,295,372,373,438,177,
其他非流动资产(万元),734,1483,108,2993,434,17,1436,1101,--,
非流动资产合计(万元),52988,52537,50232,46689,38274,35475,30401,24651,13791,
资产总计(万元),102519,101864,85765,81465,68712,63545,46007,38087,24338,
短期借款(万元),2700,4000,4000,7680,7700,--,4980,5530,2520,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,1341,--,--,
应付账款(万元),6868,7457,5865,5467,4242,6132,3971,5047,3925,
预收账款(万元),--,1,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3242,5270,1841,1407,705,1010,772,994,765,
应交税费(万元),1767,2715,1803,2110,510,429,-136,1779,1245,
应付利息(万元),17,20,13,23,28,917,429,16,15,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),32,28,45,19,11,7,32,1011,1603,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2000,2000,2800,2800,2000,--,800,800,700,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),16626,21492,16368,19505,15195,8494,12190,15176,10773,
长期借款(万元),6000,6000,6000,8000,8000,--,50,450,1200,
应付债券(万元),--,--,--,--,--,9932,9904,--,--,
长期应付款(万元),--,--,--,--,800,800,800,800,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),974,1011,834,1165,--,1918,--,2534,708,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,1542,--,2091,--,--,
非流动负债合计(万元),6974,7011,6834,9373,10342,12650,12845,3784,1908,
负债合计(万元),23600,28503,23202,28878,25537,21145,25035,18960,12681,
实收资本(或股本)(万元),7095,7095,7095,7095,6967,6967,5700,5700,5700,
资本公积(万元),24988,24988,24988,24988,22403,22403,3805,3805,3805,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3547,3547,1986,1986,1303,1303,962,962,215,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),43288,37731,28495,18518,12502,11727,10505,8660,1937,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),78919,73361,62563,52586,43175,42400,20972,19127,11657,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),78919,73361,62563,52586,43175,42400,20972,19127,11657,
负债和所有者权益(或股东权益)总计(万元),102519,101864,85765,81465,68712,63545,46007,38087,24338,		
  
