报告日期,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8587,41126,6063,3260,3254,2504,1252,3174,2563,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),4221,--,--,--,--,--,--,44,70,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),2712,840,1569,2947,1740,--,319,214,885,
应收账款(万元),10352,10044,9052,7554,9377,7956,5967,4929,4102,
预付款项(万元),1487,1708,478,540,915,980,779,784,1094,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,3,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),502,525,511,623,600,1077,1965,3064,4273,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),11043,10320,9703,9432,9757,9137,7591,8952,5743,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),32903,7025,618,346,138,581,1589,1155,103,
流动资产合计(万元),71808,71590,27994,24702,25781,22234,19462,22316,18833,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,1000,1202,1304,2344,2136,1000,500,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6765,6683,6327,6101,5594,5386,4959,2813,2151,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),56,58,59,62,65,68,70,76,82,
固定资产原值(万元),23370,--,21703,--,20139,--,18744,--,--,
累计折旧(万元),10940,--,10121,--,8771,--,7481,--,--,
固定资产净值(万元),12430,--,11581,--,11368,--,11264,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),12430,12176,11581,11346,11368,10855,11264,10764,8604,
在建工程(万元),5293,4889,3746,2722,1146,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),2075,2099,2106,2086,2139,709,744,679,777,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1670,1578,1466,1226,1413,1597,1514,1095,1018,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1116,1105,1095,1103,1108,314,435,289,194,
其他非流动资产(万元),3169,2224,2338,1080,679,2422,215,223,455,
非流动资产合计(万元),33576,31811,29718,26929,24815,23696,21337,16940,13780,
